CodicePratica;DenominazioneSito;Indirizzo;X_gb;Y_gb;MUNICIPIO;ID_NIL;NIL;Y_wgs84;X_wgs84;Location
1514610316;Bonifica area ex Scuola Elementare;Via Viscontini, 7;1508350;5037514;7;88;PARCO BOSCO IN CITTA';45.49025246;9.1068509;(45.49025246, 9.1068509)
1514610161;Area di Via Antegnati;Via Antegnati, 7 - 15 /17;1515539;5030209;5;38;VIGENTINO - Q.RE FATIMA;45.42439021;9.19863453;(45.42439021, 9.19863453)
1514610086;Bonifica area di proprietà della Soc. Immobiliare Europa s.r.l.;Via Argelati, 37/39;1513182;5032682;6;44;PORTA TICINESE - CONCHETTA;45.44668711;9.16856373;(45.44668711, 9.16856373)
151469613;Bonifica area di Via Butti;Via Butti, 15;1513623;5038312;9;79;DERGANO;45.49735358;9.1743565;(45.49735358, 9.1743565)
151469450;Area Rutilia Srl;Via Watt, 13;1516408;5037828;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.49293479;9.20997734;(45.49293479, 9.20997734)
151469438;Area industriale ex BIC (proprietà Tregi Union Spa);Via Lorenzini/Adamello, 10;1515869;5032228;5;36;SCALO ROMANA;45.44254462;9.20289968;(45.44254462, 9.20289968)
151469957;Bonifica fognatura quartiere Cantalupa - Comune di Milano;Via del Mare;1512554;5029534;5;86;PARCO DEI NAVIGLI;45.41836287;9.16044207;(45.41836287, 9.16044207)
151469696;Bonifica P.I.I. Garibaldi-Repubblica - Unità U3;Via Sassetti/P.zza Einaudi/Via Viviani/Via della Liberazione/Via Melchiorre Gioia/Via Viganò/Corso Como/P.zza Freud;1515143;5036725;9;9;PORTA GARIBALDI - PORTA NUOVA;45.4830387;9.19375944;(45.4830387, 9.19375944)
151469537;Area P.P.I. Garibaldi - Linea 5 della Metropolitana;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469424;Sversamento di gasolio del 08/02/06 (Galleria San Carlo);Corso Europa, 11;1515439;5034646;1;1;DUOMO;45.46432294;9.19748451;(45.46432294, 9.19748451)
151469923;Area ex Enel Isolato 1;Via Ceresio, 7;1514040;5036682;8;69;SARPI;45.4826788;9.17964411;(45.4826788, 9.17964411)
151469667;Bonifica area Peroni Pompe;Via delle Forze Armate, 310/5;1507919;5034125;7;56;FORZE ARMATE;45.45975959;9.10128484;(45.45975959, 9.10128484)
1514610034;Bonfica Area tra Via Don Bosco - foglio 557, mappale 172 e 161;Via Don Bosco , 35;1516910;5032194;4;35;LODI - CORVETTO;45.44221344;9.21621068;(45.44221344, 9.21621068)
151469726;Bonifica area di proprietà AGAS 22 s.r.l.;Via dei Fontanili, 8/10;1515142;5031933;5;37;MORIVIONE;45.43991156;9.19359597;(45.43991156, 9.19359597)
1514610035;Bonifica area Cooperativa Fabbrica;Via Maggi, 6;1513966;5036132;1;69;SARPI;45.47772386;9.1786778;(45.47772386, 9.1786778)
151469499;Area di proprietà SCI S.p.a.;Via Argelati, 1;1513627;5033077;6;44;PORTA TICINESE - CONCHETTA;45.45023616;9.17426545;(45.45023616, 9.17426545)
151469931;U32;Via Demostene, 10;1517724;5039296;2;16;GORLA - PRECOTTO;45.50611967;9.22687649;(45.50611967, 9.22687649)
151460098;Aem (Bovisa gasometri);Via Giampietrino, 24;1511913;5039181;9;77;BOVISA;45.50521169;9.15248649;(45.50521169, 9.15248649)
151469960;Bonifica area ex Autofficina;Via Lorenteggio, 170;1510420;5032867;6;49;GIAMBELLINO;45.44839821;9.13324337;(45.44839821, 9.13324337)
1514610251;Area di proprietà IARA Srl ( foglio 434, Mappale 337);Via Mangone, 4;1513501;5033768;1;7;MAGENTA - S. VITTORE;45.45646221;9.17267154;(45.45646221, 9.17267154)
1514610238;BONIFICA AREA DI PROPRIETA' MANZONI;Viale Monza, 273;1517565;5039972;2;16;GORLA - PRECOTTO;45.51221118;9.22486575;(45.51221118, 9.22486575)
151469280;Ex Costante Sesino Spa;Via Doberdò, 28;1517424;5040700;2;16;GORLA - PRECOTTO;45.51876658;9.22308464;(45.51876658, 9.22308464)
1514610276;BONIFICA AREA PROPRIETA' ALER;Via Lorenteggio, 181;1510284;5032728;6;49;GIAMBELLINO;45.44715575;9.13150868;(45.44715575, 9.13150868)
1514610353;BONIFICA AREA DITTA A. SALVI & C. srl;Via Cosenz, 32;1512845;5039408;9;77;BOVISA;45.50723847;9.16442537;(45.50723847, 9.16442537)
151469455;Area ex Milano Maceri;Via Airaghi, 54;1506609;5035830;7;62;QUINTO ROMANO;45.47511269;9.08455548;(45.47511269, 9.08455548)
151469045;Area Portello Norde Sud;Via Traiano;1511385;5037233;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.48768697;9.1456843;(45.48768697, 9.1456843)
151469820;Area Tessitura Rosina;Via Privata Antonio da Saluzzo, 5;1514975;5041048;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.52195281;9.19173697;(45.52195281, 9.19173697)
151469236;Rimozione PV Agip n. 2335;Via Washington, 53;1512141;5034153;7;51;PORTA MAGENTA;45.45994545;9.15528812;(45.45994545, 9.15528812)
151469804;Bonifica terreno area sita in viale Brianza;Viale Brianza , 34;1516452;5037353;2;10;STAZIONE CENTRALE - PONTE SEVESO;45.48866283;9.21052638;(45.48866283, 9.21052638)
1514610090;Bonifica area di proprietà della NAMIRA S.G.R.p.A. - Fondo Orione;Via Andrea Maria Ampere, 56;1517782;5036716;3;22;CITTA' STUDI;45.48289712;9.22752591;(45.48289712, 9.22752591)
1514610047;Bonifica area P.V. KEROPETROL;Piazza Ovidio;1518853;5033760;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.45626243;9.24112059;(45.45626243, 9.24112059)
151469067;GMM SIEMENS;Via Ajaccio, 10;1518433;5035266;3;22;CITTA' STUDI;45.46983136;9.23580542;(45.46983136, 9.23580542)
151469269;Ex deposito oli minerali - area VIMM;Via Padova, 401;1520597;5040016;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.51251946;9.26368335;(45.51251946, 9.26368335)
151469829;Area Cerba;Via Ripamonti/Macconago;1516508;5029045;5;85;PARCO DELLE ABBAZIE;45.41388165;9.21096079;(45.41388165, 9.21096079)
151469213;PV Agip Petroli Spa n. 54367;Via Gallarate, 401;1508338;5039018;8;65;Q.RE GALLARATESE - Q.RE SAN LEONARDO - LAMPUGNANO;45.50379041;9.10672332;(45.50379041, 9.10672332)
151469482;Area verde comunale;Via Cogne;1510156;5040258;8;76;QUARTO OGGIARO - VIALBA - MUSOCCO;45.51492744;9.13002651;(45.51492744, 9.13002651)
1514610163;Area Vicolo de Castillia;Vicolo de Castillia , 14/16;1514998;5036892;9;9;PORTA GARIBALDI - PORTA NUOVA;45.4845492;9.19190847;(45.4845492, 9.19190847)
151469951;Area di Proprietà KETER Srl;Via Lorenteggio, 261;1509306;5032239;6;49;GIAMBELLINO;45.44276657;9.11899048;(45.44276657, 9.11899048)
151469140;Area ex Istituto Lusofarmaco d'Italia;Via Carnia, 26;1518526;5037926;3;18;CIMIANO - ROTTOLE - Q.RE FELTRE;45.49377113;9.23709603;(45.49377113, 9.23709603)
151469030;Ex stazione di servizio API;Via Silva, 33;1511559;5036152;8;58;DE ANGELI - MONTE ROSA;45.47795022;9.14788809;(45.47795022, 9.14788809)
151469044;PRU Palizzi-area ex CEMENCAL;Via Palizzi;1511399;5039288;8;71;VILLAPIZZONE - CAGNOLA - BOLDINASCO;45.50618306;9.14591895;(45.50618306, 9.14591895)
151469623;Bonifica area di proprietà dell'Immobiliare Busseto srl;Via Rogoredo, 119;1519706;5030308;4;32;TRIULZO SUPERIORE;45.42516784;9.25188059;(45.42516784, 9.25188059)
151460006;PRU Calchi/Taeggi - area ex Cava Cabassi;Via Calchi Taeggi;1508783;5033178;6;53;LORENTEGGIO;45.45122685;9.11232082;(45.45122685, 9.11232082)
151469148;Ex Stabilimento Pirelli Cavi;Viale Sarca;1516808;5040689;9;15;BICOCCA;45.51867971;9.21519439;(45.51867971, 9.21519439)
1514610264;Bonifica area di proprietà Sigg. Covizzi, Salvini, Tranchina e Gandolfi;Via Pizzi, 29;1515956;5031620;5;36;SCALO ROMANA;45.43707406;9.20399018;(45.43707406, 9.20399018)
151469926;Area sita in Viale G. da Cermenate;Viale G. da Cermenate, 38;1514112;5031535;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.43634626;9.18041589;(45.43634626, 9.18041589)
151469458;PV Esso n. 0081;Via Leoncavallo, 25;1517657;5037591;3;20;LORETO - CASORETTO - NOLO;45.49077097;9.22595146;(45.49077097, 9.22595146)
151469316;Insediamento Grandi Stazioni;Via Ferrante Aporti, 97;1516606;5037660;2;20;LORETO - CASORETTO - NOLO;45.49141988;9.21251154;(45.49141988, 9.21251154)
151469010;Ditta Grimaldi F. & Cavaliere F. s.n.c.;Via Ariberto, 31;1513438;5034040;1;7;MAGENTA - S. VITTORE;45.458911;9.17186993;(45.458911, 9.17186993)
151469824;Area ex Elettomeccanica Besozzi;Via Rimini, 30;1513357;5031986;6;45;MONCUCCO - SAN CRISTOFORO;45.44042417;9.17077314;(45.44042417, 9.17077314)
1514610087;Bonifica area Via Schiaffino di proprietà Condominio Cosenz 13;Via Simone Schiaffino, 25;1513001;5039287;9;77;BOVISA;45.50614714;9.16641853;(45.50614714, 9.16641853)
151469935;PV 2528 Muggiano Ovest;Autostrada 50 Tangenziale Ovest di Milano (direzione sud);1505778;5032394;7;87;ASSIANO;45.44420011;9.07388157;(45.44420011, 9.07388157)
1514610399;BONIFICA EX MAGAZZINI ROLEX;Viale Enrico Forlanini, 23;1518957;5034390;4;30;TALIEDO - MORSENCHIO - Q.RE FORLANINI;45.46193118;9.24246744;(45.46193118, 9.24246744)
151469903;Area di Via Watt;Via Watt, 32;1511876;5032276;6;45;MONCUCCO - SAN CRISTOFORO;45.44306149;9.15185395;(45.44306149, 9.15185395)
150020015;Area di Proprietà Genedil Edilizia Generale Srl;Via dei Mocenigo, 7/9;1516812;5032815;4;28;UMBRIA - MOLISE - CALVAIRATE;45.44780801;9.21497826;(45.44780801, 9.21497826)
1514610263;BONIFICA AREA VIA DELLA GIUSTIZIA E TRA LE VIE TARVISIO E FAVA;Via Della Giustizia / Tarvisio / Fava;1516110;5038368;2;13;GRECO - SEGNANO;45.49780298;9.20618481;(45.49780298, 9.20618481)
151469956;EX PUNTO VENDITA Q8 1156;Via LORENTEGGIO, 243;1509447;5032453;6;49;GIAMBELLINO;45.44468752;9.12079471;(45.44468752, 9.12079471)
151469378;Area di proprietà comunale;Via Nenni;1519260;5040275;2;17;ADRIANO;45.51488713;9.24657342;(45.51488713, 9.24657342)
151469918;Bonifica sito EXPO 2015 - Areale 11 -;N/D;1508861;5040366;8;73;CASCINA MERLATA;45.51592089;9.11344574;(45.51592089, 9.11344574)
151469692;Bonifica area Monvil Beton srl;Via Palatucci;1513044;5031358;6;46;BARONA;45.43477047;9.16675813;(45.43477047, 9.16675813)
151469640;Bonifica area di proprietà Residence Giannino s.r.l.;Via Vivarini, 5;1514152;5031700;5;43;TIBALDI;45.43783582;9.18093245;(45.43783582, 9.18093245)
151469524;Ex PV Agip n. 12313;Via Tiraboschi, 7;1516316;5033280;4;27;PTA ROMANA;45.45200883;9.20865231;(45.45200883, 9.20865231)
151469922;Serbatoio c/o Stabile di Via Filelfo;Via Filelfo, 3;1512851;5036357;8;68;PAGANO;45.47977799;9.16442315;(45.47977799, 9.16442315)
151469353;Area di proprietà Druck Italia Srl - Art. 13;Via Capecelatro, 11;1510418;5035016;7;52;BANDE NERE;45.46774674;9.13326738;(45.46774674, 9.13326738)
1514610101;Bonifica area nuova sede CISOM;Via Passo Pordoi, 3;1516431;5031467;5;36;SCALO ROMANA;45.43568161;9.2100684;(45.43568161, 9.2100684)
151469343;Ex PV Automobile Club Milano ora di proprietà della Soc. SPL Spa;Via E. Biondi, 6;1512550;5037065;8;69;SARPI;45.48615604;9.16058347;(45.48615604, 9.16058347)
151460014;PRU Ex Montedison;Via Candiani, 144;1512496;5039047;9;77;BOVISA;45.50399326;9.15995521;(45.50399326, 9.15995521)
151469789;Bonifica condominio Via San Vincenzo;Via San  Vincenzo, 18/D;1513701;5033987;1;7;MAGENTA - S. VITTORE;45.45842323;9.17522569;(45.45842323, 9.17522569)
1514610426;BONIFICA AREA VIA DE SANCTIS;Via De Sanctis, 5;1513778;5031464;5;42;STADERA - CHIESA ROSSA - Q.RE TORRETTA - CONCA FALLATA;45.43571674;9.17615045;(45.43571674, 9.17615045)
151469032;PRU Lorenteggio/bisceglie - area Badia;Via Lorenteggio ang.Bisceglie;1509542;5032614;6;53;LORENTEGGIO;45.44613223;9.12201726;(45.44613223, 9.12201726)
151469346;Ex PV Agip (di proprietà Garbini e Petroli Srl poi Sodin Srl);Via Altamura;1510968;5035187;7;57;SAN SIRO;45.46927467;9.14030434;(45.46927467, 9.14030434)
151469706;PII Garibaldi Repubblica - Unità d'intervento U1 - a destinazione residenziale;Via de Cristoforis, Via Viganò, Via Rosales e Corso Como;1514787;5036583;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48177322;9.18919317;(45.48177322, 9.18919317)
151469360;P.V. Esso Italiana Srl n. 428;Via Liguria, 52;1513715;5032231;5;43;TIBALDI;45.44261601;9.17536144;(45.44261601, 9.17536144)
151469358;Area ex Gnocchi;Via Giambellino, 123;1510832;5032595;6;49;GIAMBELLINO;45.44594371;9.13850528;(45.44594371, 9.13850528)
151469302;Area Sviluppo Garibaldi-Repubblica Spa -P.P.I.I. (Fondazione Catella);N/D;1515100;5036780;9;9;PORTA GARIBALDI - PORTA NUOVA;45.48353396;9.19320856;(45.48353396, 9.19320856)
151469965;Bonifica sto EXPO 2015 - comparto 6;N/D;1514609;5034696;1;1;DUOMO;45.46478419;9.18686313;(45.46478419, 9.18686313)
151469539;Rimozione serbatoi interrati c/o Condominio;Via Cucchi, 5-7-9;1518539;5035064;4;25;CORSICA;45.46800424;9.23715395;(45.46800424, 9.23715395)
151469769;Bonifica area di proprietà della Soc. MIR S.r.l. concessa in locazione ad AMSA S.p.a. - Insediamento Via Primaticcio;Via Primaticcio, 205;1510009;5034226;6;56;FORZE ARMATE;45.46063885;9.12801195;(45.46063885, 9.12801195)
151469398;Area Fermi (Metropolitana Milanese Spa) - Nuovo Pronto Soccorso Osp. Niguarda;Via Fermi;1514434;5040010;9;14;NIGUARDA - CA' GRANDA - PRATO CENTENARO - Q.RE FULVIO TESTI;45.51262486;9.18478751;(45.51262486, 9.18478751)
151469567;Area ex Fondo Pensioni Comit di proprietà della Soc. Ecofim S.p.a.;Via Sile, 8;1517246;5031836;4;35;LODI - CORVETTO;45.43898315;9.22049918;(45.43898315, 9.22049918)
151469386;Ex area Zincossigeno Spa ora di proprietà Il Mogano 90 Srl;Via G. Stephenson, 81;1509471;5039840;8;75;STEPHENSON;45.51117353;9.1212472;(45.51117353, 9.1212472)
1514610104;Bonifica P.I.I. Ripa Ticinese-Barsanti-Autari, area Unità 1A;Ripa di P.ta Ticinese 85A-87 / Via Barsanti 2-4;1512999;5032891;6;44;PORTA TICINESE - CONCHETTA;45.44857176;9.16622639;(45.44857176, 9.16622639)
151469953;Bonifica area JDS;Via Miramare , 10;1517628;5040975;2;16;GORLA - PRECOTTO;45.52123541;9.22570163;(45.52123541, 9.22570163)
1514610325;Immobiliare Russo srl, area ex East Gate srl;Via Russo, 22;1517808;5038243;2;19;PADOVA - TURRO - CRESCENZAGO;45.49664029;9.22791888;(45.49664029, 9.22791888)
151469035;Kennametal Hertel S.p.a.;Via Morivione, 5;1515241;5031970;5;37;MORIVIONE;45.44024109;9.19486846;(45.44024109, 9.19486846)
